3.416904781039844380e-02,3.296008640004130519e-02,2.718240445851988207e-02,3.830315851713315956e-02,3.510373009759802654e-02,1.748546741348597916e-02,4.279426943600971728e-02,6.857584105572516776e-03,1.215807876283940374e-02,2.748061827189095252e-02,5.232410128738666094e-02,2.914553061215931565e-02,-1.865517021865431557e-02,1.361436511012802629e-02,1.569869277989049960e-02,7.241592059160633678e-03,-1.612002036072522973e-02,-6.408510301997851443e-05,1.560301034833646780e-02,5.889129485931719234e-04,2.298985939037346757e-02,3.292435280296974326e-02,8.696759649891265542e-02,-7.113173353284953093e-02,-1.244348369146458565e-03,-1.359460637612577329e-02,-3.016926117926001499e-03,5.871151386749750732e-04,-8.884445616076794977e-03,-2.188302567147536876e-02,-5.592936432210452065e-03,3.425432489188951629e-02,3.273109984195152200e-02,2.512446893603085055e-02,-8.281612312437425585e-03,1.121487508700256229e-02,4.528851585226681409e-02,8.862880964997255778e-03,-9.298109839508128527e-04,-5.365486489487512889e-02,5.378925542969270612e-02,1.389995224206434093e-02,2.858105037158846853e-02,2.243032049557843952e-02,1.045577919533896040e-02,4.303364966588773405e-02,4.869545834841925575e-02,5.910516854155885335e-04,1.078963017253446776e-03,-1.988266306167508352e-02
-5.633070774643107043e-02,-3.962111451176603127e-02,2.589111164774069232e-02,-4.311196617311122137e-03,3.955667005045498952e-02,-1.054848542759357147e-02,5.213295250828865052e-02,2.122631239768773062e-02,-1.255912754257925215e-02,-6.529107304016295785e-03,-2.153425575664183467e-02,7.267119992466380962e-02,-5.449603200948474786e-03,-2.598190766564539931e-03,1.063078435288091969e-02,1.610795379061515445e-02,1.424731357714512092e-02,2.327181056327465997e-02,-3.557269549054891539e-02,-3.020107824981553557e-02,4.975722913719555877e-03,1.542517966707686837e-02,-3.499427166117335432e-03,7.350353932729386140e-04,-4.776580767763358853e-03,-5.186419878063847771e-02,2.429063096965912091e-02,1.941890775349766618e-02,-1.793531059188649759e-02,7.682797005403302695e-03,-1.807794664752274127e-02,-4.478655217239098894e-03,3.170565047403539616e-02,7.935382353118624124e-03,2.560062553083260542e-02,1.654417411846862557e-02,-4.900930842898636175e-02,4.887982719011332855e-02,4.691819337543480864e-03,1.812744220657334579e-02,4.119402354680466727e-02,-3.366997860670050552e-02,3.191515640531070869e-02,3.842961050854124677e-02,-4.595801215769598769e-02,-4.950188750356747554e-03,-1.334837633424243442e-02,-2.350899768677150621e-03,-4.314524228622939467e-02,4.812930263126678765e-02
-4.252807101397872158e-02,1.134650988928625863e-02,2.862815553480929989e-02,1.194622018670135274e-02,-3.733851314047746672e-02,6.397327368754053556e-02,1.317903574307207996e-02,-2.237702106426658899e-02,-2.966188749865665206e-02,1.344815775727955381e-02,5.888405222168728061e-03,5.463514539802898171e-04,6.676960110396665260e-02,4.947145002787563250e-02,6.194703071703076824e-02,1.224914879123446300e-02,4.516150458757113573e-02,3.065044758151852164e-02,7.627390982244271200e-02,-9.355262758356762409e-03,5.088020994050698048e-02,-1.399774780562527618e-02,2.774039391744563716e-04,3.632226175554565360e-03,4.392311239165339054e-02,5.177908234307804225e-02,-2.296641314614443832e-02,-2.068647407580647898e-02,3.140622368937903003e-02,1.745410807646526063e-02,-2.303891188886190294e-02,-2.245406654757283946e-02,1.486892864907445391e-02,9.138338990476908147e-03,-3.556890613707835470e-03,-1.541520335753231510e-02,9.829361694285321943e-04,4.791071567314585111e-02,2.338403641639789227e-03,-3.367057055658823073e-02,2.829503435467804404e-02,2.764049541630402354e-02,1.603081746949812370e-02,1.004200818275376716e-01,-1.134919842391012186e-02,2.638153640039153647e-02,2.053283887143771136e-02,-1.710753001795735709e-02,5.348887903815591899e-02,5.008412430626273115e-02
4.442939320764607500e-03,1.724163162555962742e-03,3.107359787575187174e-02,-3.189301090368950459e-02,5.724171904249512888e-02,1.096080123361607879e-02,2.582070660294594894e-02,-5.574112964098917877e-02,1.638843765562989288e-02,1.327857332881646896e-02,-3.544391714178078689e-02,5.428822549543383703e-03,-2.678919163096851047e-02,1.020874721233922325e-02,1.125795744052395832e-02,-2.496910982275751811e-02,2.561632572102310289e-03,1.841641889298972420e-02,-1.519388509299936935e-02,1.233900672766859337e-02,-1.502934640484347717e-02,-5.720525068313279948e-02,-2.602880115337952854e-02,2.829460498625758699e-02,-4.240720795654765937e-03,4.064664721339786985e-02,4.312253436075046131e-02,5.440584140824778620e-02,-3.604403762336864242e-02,1.962029126103864360e-02,-4.011867228717556216e-02,-4.109556057950489866e-02,-7.556856791326496681e-02,1.241585361824300293e-02,-6.016547591306543180e-02,4.602703587997997864e-02,5.697771925601553822e-02,-2.880024398500051486e-02,-8.874746022129929163e-03,1.492498963235074950e-02,5.861772978857357269e-04,3.765991815447317093e-03,-6.280510089847901253e-03,-9.774610954068348179e-03,3.109139326868733122e-02,-1.719362669286159107e-02,8.497900240936514735e-03,4.545983423350961200e-02,-7.457809612067918190e-03,-1.521222750674293368e-03
-1.438223608262753118e-02,-2.642441920404023110e-04,-3.853263950971282797e-02,2.270546382702495411e-02,7.403290853617138650e-03,-1.118493603357195200e-02,-4.258860645338068303e-03,4.595131045195019470e-02,3.002257205081804853e-02,-1.866721742824933514e-02,2.026680069982168819e-02,6.102624864127882166e-03,-1.979391338450241233e-02,2.914046213173797015e-02,3.463024837398900879e-02,-3.018022679393168005e-03,2.210264762043041842e-02,-2.690487392419778703e-02,4.013288696730911431e-02,2.276839852948460072e-02,-1.469279988449727001e-02,6.833938224321547961e-02,2.841550177806663469e-02,1.128995161145712918e-02,-1.560447226514930993e-02,-2.428414107622608314e-02,-1.945166608698403396e-02,-1.906140677198933653e-02,-2.450599826555075259e-02,-2.358152004576704458e-02,-2.580203462878117096e-02,-8.942117427867062388e-03,2.934577351171009305e-02,1.867421582934920138e-02,-4.404818490361914890e-02,5.500810676306901875e-02,-3.934489479169069222e-03,2.148633920473799405e-02,1.323059714942446952e-02,4.456911873806251347e-03,-3.101841748708010493e-02,8.128239804794433129e-03,-2.482717788289332331e-02,-2.095993248240534540e-02,-1.403672153277925501e-02,5.112845905375301703e-02,-2.145077722717096680e-02,-5.075868834143498938e-04,1.707746108365315943e-02,-9.749516157811614209e-03
-7.336336855755362998e-03,3.585308840302187799e-03,-4.859614179795460065e-02,2.665353382434138690e-02,-1.760621767144937913e-02,-4.273194962612199277e-02,-5.983481871913162720e-02,-2.089218092295981079e-03,3.691859511845233671e-02,-5.120564569882206374e-02,-3.998674554137820331e-02,4.622260445904817494e-02,-5.017419625626040949e-03,-7.301979556791017047e-03,-4.522637729709783755e-02,3.969048278294422250e-02,-1.487058132028282707e-04,-3.544317247021181588e-02,-3.792594157406156685e-02,-4.332686518063027787e-04,-3.357955727430022436e-02,-1.722815612811449265e-02,5.672005325510977476e-03,1.973896221028231118e-02,1.219257269848133575e-02,-7.970510569509693666e-02,-1.836795336609441456e-02,6.800095827127774183e-03,1.779229241495172004e-02,-1.091734566293106612e-02,-2.275000911890546346e-02,-3.594394100889681913e-03,2.081710056060609784e-02,5.018551472069678054e-02,1.481184219253711860e-02,-8.841306859556537223e-03,-1.319138042728755858e-02,2.271925978393225104e-02,2.027814819734941737e-02,-3.482833092949978032e-02,-2.425457969260022290e-03,-2.048850420452077645e-02,1.299097780269995416e-02,6.534240908333455514e-03,-1.169505042775931397e-01,-3.879892977195319864e-02,-4.189635755223469760e-02,3.007751806677284520e-02,-5.903560325220773286e-02,-1.850888198323080713e-02
-3.591894582430224525e-02,3.811777377286750673e-02,-1.318598480247384040e-02,4.607911738515509115e-02,8.136204650698589808e-03,1.619404481575275473e-02,-3.517479509154722295e-02,-5.882555815528567322e-02,4.695734090180311154e-02,8.825111705376470841e-03,-2.462514930002358132e-02,3.018777439807172197e-02,9.374416828715061850e-03,-3.352935849561903409e-02,-2.638989895487417470e-02,5.957833308551965801e-02,-6.982891024502644456e-03,-2.380841683975057008e-02,-3.181128877631211882e-02,-7.987257424429465569e-02,-5.830976568335373422e-02,1.122338973500554456e-02,7.463746852491992545e-02,2.716822460014912261e-02,-1.023151461521912102e-02,3.362768671173756857e-02,-1.240976665180346973e-02,2.989029899710414148e-02,-7.152726679160065215e-02,2.909402856951012924e-03,5.957835942762610554e-02,1.844110286286600522e-02,-9.342448345717657351e-04,-2.106251573217239950e-02,5.038121201339577221e-02,-6.372143458196968466e-03,-1.276856435058185048e-03,2.197630792246477865e-02,2.858722864943554973e-02,2.351456596094340587e-02,-4.672278673254746939e-02,-1.866912433818657471e-02,-5.740557111845725341e-02,3.405922821292735325e-02,4.449137949636755573e-02,-2.059174748412639921e-02,2.868345715483000893e-02,7.330281731772601839e-03,-1.900014045096658569e-02,3.471768458446155420e-02
-1.517465348608325153e-02,-2.409588731934354452e-02,4.156939841547519637e-02,4.047309693904605626e-02,4.180273402236638937e-03,6.991060509962399895e-03,2.541371139436312404e-02,2.958429972809932876e-02,-3.224253429999408838e-02,-2.202329745292147881e-02,-4.717562562502102680e-02,9.314526115003732287e-03,-2.270903822875094263e-02,6.560495441755975071e-04,6.808888431858116028e-03,6.031297134162821177e-02,-8.026500453908418098e-02,-6.410455202885545489e-02,2.875442433458684499e-02,-4.646249867497806441e-02,-3.706933927526441519e-02,2.406118842802774244e-02,1.193287266596496955e-02,-9.336587612886282361e-02,6.182060892469927460e-02,1.313147659822538199e-02,1.584769703252135106e-02,-3.705810978006746081e-02,-7.771928880838899212e-02,-3.717628032476261168e-02,-1.598751576364764587e-02,-4.325771011639003953e-03,-5.503477336569672848e-04,-2.661437066202912427e-02,-1.820194832046258607e-02,2.137314810472131302e-02,-3.094333192223864756e-02,-1.367283987846180070e-02,1.862416918655728643e-02,-7.014096300474495504e-02,-5.559514246178192537e-02,5.624539204399667258e-02,-2.257795678969155839e-02,1.863270176876453792e-03,6.889345914072760035e-02,3.533395090478499284e-02,3.589753118823802575e-02,-2.171566986277644745e-02,-2.485745739680283312e-03,-1.427434956642616333e-02
1.230969590656105436e-02,1.631350723655632801e-02,-5.648334974701011823e-04,-2.891783652804887778e-02,-6.190656575349525077e-03,-2.041566893339454014e-02,-7.358072406931394187e-03,-3.527049283090831489e-02,4.793646960602549606e-02,-1.841070663605901686e-02,1.991670596387699714e-03,-7.888728363136178479e-03,-2.552672731686865884e-02,-4.021628680309664167e-02,-4.565168265457212465e-02,-5.006537956832981390e-02,4.919002465169436617e-04,7.428583297416936626e-02,-5.497115225813433564e-02,3.708901719485659110e-03,8.429257602021290874e-02,-6.355249721281636122e-02,-5.293022493515302934e-03,-2.274178653304760947e-02,-2.601616396068025944e-02,-2.152446140322538878e-02,9.182806396608409263e-03,-3.841189673177148461e-02,5.186273946730963341e-02,-1.659360172412498169e-02,1.114215684076907964e-02,-5.148648453259534880e-02,-3.141594974392237366e-02,-1.841936292740608411e-02,6.189028094242345762e-03,-4.669210304038755310e-02,3.435054686200589291e-02,1.633782820060270327e-02,-7.379483183619381034e-03,-1.900424139158175124e-02,3.043408201343698535e-02,-4.336992565406123934e-02,-5.618534057238723858e-03,-5.565365883120219903e-02,-1.491238489758618354e-04,1.638138567427229744e-04,-5.063096199156134208e-02,2.270519461220570426e-02,-6.768096708361820424e-02,-6.043771597177068945e-03
-2.884973958029444369e-02,6.601827036109114699e-02,-1.817694202225920638e-02,1.244041260706617996e-02,3.645409489776984396e-02,-1.631172821778379550e-02,-1.847807599152233998e-02,-5.333466826041002168e-02,3.213739875752151531e-02,-2.166538684203322962e-02,8.513716064106247386e-03,-3.604994669673849267e-02,-3.472480145317577427e-02,3.453719484573080940e-03,1.977559664310315699e-02,-1.075400248587315456e-02,-1.978837532732375185e-02,-1.010290430666152322e-03,4.545336371507278581e-03,-2.009267636632820417e-02,1.038971868640629209e-02,-1.286587160935570573e-02,9.174945638905187759e-03,-2.358247686273809429e-02,-5.373264813386217226e-02,1.111794807540136994e-02,2.782536035266739566e-02,-8.941893983522344533e-03,-2.766094135482071240e-02,-1.384579973398811573e-02,-2.980252385503970314e-02,3.542054079553344503e-02,-5.268855667262845044e-02,-9.817133201265110937e-03,9.403514067295422676e-03,2.982686013230022304e-02,-3.969441489353164876e-02,-2.442913275351570740e-02,-3.270817883177310620e-02,-7.411639424716381236e-03,4.885490216875106343e-04,-1.958380805984212547e-02,-1.724442065073326577e-02,-2.623497224595855090e-02,-1.787291011289436626e-02,2.215802917803922495e-02,-1.976681437306147229e-04,4.527670127199017597e-02,-1.652901365153006813e-02,1.073280918039496573e-02
