-1.472680666323171201e-03,-6.825143902795646061e-03,1.833713675014180672e-02,6.099925098091001432e-03,-6.680530847979979092e-02,-4.484270765656244578e-02,-2.751777860264020131e-02,2.051105825705837674e-02,1.751904016636047709e-02,-5.690248032089455406e-03
9.581610471069151869e-02,-4.566693519672779776e-03,3.832676678871657638e-02,-6.200043263891125839e-02,1.376157564244486614e-04,-2.008267700241956819e-02,1.748029275622882059e-02,2.434394568480795565e-02,1.449724758494184279e-02,-2.385579905284372984e-02
2.550440710492030486e-02,8.527859380681451773e-02,3.311617584864022003e-03,2.541104916254737292e-02,3.387340233179129273e-02,2.324676432873497636e-02,-4.176673961436547233e-02,5.903076673844398492e-02,4.820367808843104007e-02,4.142118639603060981e-02
1.021651529815816202e-02,3.066656994391492308e-02,-2.951139501598728024e-03,5.539409924716002381e-02,-4.984011015322264287e-02,5.524108765662384636e-04,-2.687347008419335714e-02,7.983952949200028362e-04,6.173302890990169101e-02,4.337038374194186578e-03
-2.321107291422822363e-02,2.671922618209510852e-02,-2.030948669837021048e-02,7.744611870240337460e-03,-3.081239808017102733e-02,2.019646262044657442e-02,-4.278374911851799516e-03,2.233147822882270220e-02,1.786475723566976126e-03,2.639251526610059476e-02
-1.470606200207818376e-02,-5.020425717161104175e-03,-4.673128987229419745e-02,-1.904778581882413764e-03,-2.824278277937694245e-02,1.475964263568143101e-02,-4.767714710473854034e-02,-2.223335836218241421e-02,-2.433771373732038223e-02,-1.731418971189366317e-03
4.162612210576752819e-02,-2.680374754958181338e-02,-3.676546840811609901e-02,-3.056119816163729852e-03,-3.744284690652856934e-02,3.837175475008737513e-02,-1.267996383733817865e-02,2.091291709552639891e-02,-4.602931036436112150e-02,-1.647320101422087082e-02
3.769451775267380900e-02,5.767278233111555047e-02,3.403072275858133600e-02,2.154704545644654107e-02,5.743512740591952270e-02,-6.389049059606504571e-03,1.073369412236570113e-02,5.090559122587125229e-02,-5.162166001524295597e-03,1.200739923825271636e-02
-7.554369364353763494e-02,2.384285820840839273e-02,-2.294990370900010235e-02,2.741253009316699588e-02,-5.806485686375598143e-02,3.333393069700968381e-02,-6.719338237989035123e-02,-2.866996505433622860e-02,1.014213040878308471e-03,1.798446405234935958e-02
-7.899758606318647847e-03,5.372918684713688491e-03,1.443812190788076356e-02,-2.240756458144431765e-02,-2.911060198172854552e-02,-1.446372812626939112e-02,7.036427202347256618e-03,4.798117613604296894e-02,-5.202756378806453873e-04,-6.137459999059584337e-02
1.403953653686711503e-02,9.846624369028588938e-03,4.086811415954785809e-02,3.365298304092292914e-02,2.380168293623929898e-02,6.029767596989547840e-02,2.766284574296855314e-02,2.719396101632972143e-02,1.425656593556602451e-02,5.221189699358120412e-02
-3.564223407316205461e-02,-5.840461721052928219e-03,-3.486828394510745749e-02,-1.479773808335041897e-03,4.951845531469125511e-02,3.205397264263472237e-03,-3.435096632637882341e-02,3.414315361021112022e-02,1.538789004590391911e-03,1.166730644417305826e-02
1.877483247870951819e-02,-4.394987812357856183e-02,3.111913331906089944e-02,1.916912057478618175e-02,1.231508158748533498e-02,1.621857152132934882e-02,2.286837537215380065e-02,1.348028997909488796e-02,1.341403344511758397e-02,4.679110965971548103e-02
1.799857507774594786e-02,3.351388573217030376e-02,7.606564347666319031e-03,2.288689585918000577e-02,-3.682092275675276360e-02,4.894521111505345523e-02,5.676211850297270545e-03,5.570569557079579209e-02,1.761239531456825630e-02,2.114471277524176962e-02
1.696001449517747089e-02,-3.753674528890938583e-02,-1.409667373630383094e-02,2.131765690279149514e-02,-8.181551925521586902e-03,-5.939846667555649141e-03,-1.312261796510251488e-02,-1.594852484902955147e-03,5.897238260771778262e-03,-2.695879938618782681e-02
-6.130086020646910439e-02,-5.964876068087521938e-02,-2.050417227625597055e-02,-2.337269942060637637e-02,3.558224496217345101e-02,1.723566057525922207e-02,-1.031288881150354067e-03,-7.478628472831111429e-02,-3.163128925908199190e-02,4.093332479141809435e-03
-2.163617183747087308e-02,-3.072035468060745761e-02,1.076290952227519290e-02,3.077087393774396648e-02,-1.599777085571755728e-02,-4.508369958933722277e-03,-5.040551922281906981e-03,-8.742275660675388402e-03,1.200535183175386808e-02,1.968686368701294195e-02
-2.580878576057349058e-04,3.969368904241724928e-03,-3.583925015520906393e-02,-1.381453796944994740e-02,4.335146589037366938e-02,-1.850202396245284597e-02,-3.949450194224483901e-03,-1.716213856618699005e-02,3.989665215674788323e-02,-5.737695540982306816e-03
-2.515572990895405606e-02,3.130790765212482230e-02,-3.191402391865661575e-02,2.736445984481524624e-03,-7.345106253007849598e-03,3.628840873968808972e-02,-3.330173915863311046e-02,-1.170590452970509017e-02,1.117609204781860356e-02,2.160036308966498467e-02
-1.012778888089300999e-01,-4.122249205050897841e-02,-4.233565335120471895e-02,-2.620741533767228376e-02,4.570593187110337172e-03,-8.015069939880190703e-03,-1.258203107651158573e-02,-8.438902695983313551e-02,-2.764862497686614712e-02,-1.936514991653502660e-03
-3.693408934047384684e-02,-8.583434060665197374e-02,-2.007720477711292736e-02,-2.516659244828299211e-02,-3.286532705402542970e-02,-6.471860486710004357e-02,-2.331300596189208110e-02,-3.491774453191547056e-02,-5.629646859861278663e-02,-2.436581722521073690e-02
