-1.401539355468413121e-02,1.761961220915253881e-02,1.467379250220183888e-02,1.631471449491930445e-02,-1.540391900658469142e-02,-9.661660525845437372e-03,4.542388587625216523e-02,-1.863718072369901363e-02,3.846915641332287854e-03,-3.461783009452236437e-02
6.184461034121374601e-02,-6.176093006384410916e-02,-2.049247774742180353e-02,-4.154705844786632518e-02,5.776266395301581785e-02,1.014452810561740359e-02,3.440799028892860267e-02,-2.308630146372973868e-02,4.163965451646627763e-02,-1.098592771297260233e-03
2.681939716838719484e-02,-5.536713837946702875e-03,4.006330953779300985e-02,-5.501932268047282464e-03,2.206785906999916141e-02,-4.832769684128920828e-03,-4.737321884945353695e-02,4.844409230033433489e-02,-3.758681209730235090e-02,-1.459358699190948638e-03
1.808167468361081276e-02,1.849933181240123736e-02,-6.570180541214575010e-02,-1.455479998908036122e-02,-1.414207103531133457e-02,2.124828493426664938e-02,5.026685109860519257e-04,5.204468720859669120e-03,-4.834241085277626859e-02,1.885478532629009107e-02
-9.303445441240808245e-03,-1.008511491816958296e-02,-5.654250333350178959e-02,1.108288017867212726e-02,-6.279462605061784941e-02,2.377134243237986888e-02,2.763083513070338157e-02,-2.274970942248218803e-02,-2.679769580221705305e-02,-1.551707160381178216e-02
-4.090944199446971963e-03,-1.706863811438198014e-02,5.517608673855976462e-03,3.029808212970899056e-02,-3.600674276707890170e-02,-3.640784796835844477e-03,-1.777034658826955396e-02,-3.173375317267986603e-03,-1.589857881093079822e-02,1.193625890697113182e-02
-3.962118559868976070e-02,-2.685288341317023167e-02,-1.309429539974972002e-02,2.222371371432352652e-02,1.546698773841937748e-02,-2.078013214494854686e-03,-3.341020323359832761e-02,-9.277154713558758217e-03,-4.914921065846097892e-02,-4.267290551629905615e-02
-1.011962766465103122e-02,-2.642122030286553434e-03,2.527492460750995276e-02,3.353667380810183840e-02,-2.646103048379986472e-02,1.598642918098230892e-02,3.765177451029582539e-02,3.708588345804240266e-02,1.014952718252797384e-02,4.689378960129682999e-02
4.015838100421150608e-02,4.462638116109622459e-03,2.301686515618745973e-02,2.349807874941848077e-02,7.779356222332167725e-02,5.776789707558947252e-03,1.033020650184827971e-02,2.445835211627934991e-02,2.694441176037445929e-02,3.166097204829153300e-03
-2.426220763481114207e-02,8.967212916215350563e-03,-1.880126707434304906e-02,2.787610473139802772e-02,-3.476964333661338585e-02,9.120410508790970094e-03,-1.837950108129093527e-02,-2.302188492207795159e-02,-4.103440079968735665e-02,8.722088585752121523e-03
